Unnamed: 0,domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,Unnamed: 0.1
1774.0,dev-sagextrem.com,2020-04-28,2024-03-24,2025-04-28,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,1774.0
1775.0,deversity.net,2016-08-19,2024-08-16,2025-08-19,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,1775.0
1776.0,deweys.com,1996-03-07,2024-06-08,2025-06-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1776.0
1777.0,dfxwdc.com,2019-10-21,2024-10-07,2025-10-21,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,1777.0
1778.0,dgpclgy.ru,2023-04-04,,2025-04-04,RU-CENTER-RU,,,1778.0
1779.0,dheivegam.com,2017-06-16,2024-06-06,2026-06-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1779.0
1780.0,dhipaya.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th,1780.0
1781.0,digisargarmy.com,2022-12-27,2024-12-25,2025-12-27,1API GmbH,abuse@1api.net,https://1api.net,1781.0
1782.0,theindianeye.us,2020-02-07,2024-02-13,2026-02-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1782.0
1783.0,dimsg.com,2020-10-06,2024-09-09,2025-10-06,"TurnCommerce, Inc. DBA NameBright.com",support@namebright.com,https://namebright.com,1783.0
1784.0,directbiller.com,2005-11-10,2025-01-27,2030-01-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1784.0
1785.0,directv.net,1999-12-10,2024-12-06,2025-12-10,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,1785.0
1786.0,dirtyvideo.fun,2021-10-25,2024-11-15,2025-10-25,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1786.0
1787.0,discadia.com,2022-03-12,2025-02-18,2028-03-12,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1787.0
1788.0,tracsystems.co.uk,2009-09-10,2024-08-12,2027-09-10,Civica UK Ltd [Tag = CIVICA],,,1788.0
1789.0,dktapp.cloud,2019-03-18,2025-02-12,2026-03-18,Gandi SAS,abuse@gandi.net,https://gandi.net,1789.0
1790.0,dns2.hu,,,,,,,1790.0
1791.0,dnslify.com,2019-04-18,2024-04-13,2025-04-18,1API GmbH,abuse@1api.net,https://1api.net,1791.0
1792.0,do512.com,2006-06-16,2024-06-02,2025-06-16,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,1792.0
1793.0,donjohnsonmotors.com,2001-10-31,2024-12-13,2026-01-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1793.0
1794.0,doosan-ivusa.com,2016-04-25,2024-03-21,2027-04-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1794.0
1795.0,dooya.com,2000-05-25,2024-10-09,2029-05-25,"Xiamen 35.com Information Co., Ltd.",domainabuse@35.cn,https://35.cn,1795.0
1796.0,dormero.de,,2021-08-04,,,,,1796.0
1797.0,dou.ua,,,,,,,1797.0
1798.0,dppshop.com,2011-06-20,2025-01-27,2027-06-20,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1798.0
1799.0,drawbridgeconnectqa.com,2020-01-20,2024-12-23,2026-01-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1799.0
1800.0,driftqa.com,2016-10-24,2023-11-01,2025-10-24,Safenames Ltd,abuse@safenames.net,https://safenames.net,1800.0
1801.0,driving.ca,2000-11-08,2025-01-18,2025-12-01,Webnames.ca Inc.,abuse@webnames.ca,https://webnames.ca,1801.0
1802.0,drugfree.org,1997-03-04,2024-07-26,2029-03-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1802.0
1803.0,dsifootcandy.lk,,,,,,,1803.0
1804.0,dsnxapi.net,2020-11-23,2024-10-19,2025-11-23,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,1804.0
1805.0,duramaxdiesels.com,2006-01-14,2024-12-30,2026-01-14,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,1805.0
1806.0,duth.gr,,,,,,,1806.0
1807.0,quartzbear.link,2021-09-24,2024-08-25,2025-09-24,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,1807.0
1808.0,dykeanddean.com,2011-01-18,2025-01-18,2026-01-18,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,1808.0
1809.0,dynasplint.com,1997-07-09,2024-05-09,2025-07-08,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1809.0
1810.0,dyntube.net,2020-03-09,2024-08-07,2026-03-09,"Spaceship, Inc.",abuse@spaceship.com,https://spaceship.com,1810.0
1811.0,e-gor.be,2012-07-07,,,,,,1811.0
1812.0,e-quantum.net,2004-12-02,2024-11-30,2025-12-02,Porkbun LLC,abuse@porkbun.com,https://porkbun.com,1812.0
1813.0,easiadmin.com,2004-03-26,2025-02-26,2027-11-15,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1813.0
1814.0,ecologisticspa.it,2019-12-06,2024-10-01,2025-09-15,Server Plan s.r.l.,,,1814.0
1815.0,econetshop.com,2018-09-01,2024-08-17,2025-09-01,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,1815.0
1816.0,edifecscloud.com,2014-04-13,2023-07-04,2027-04-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1816.0
1817.0,edsn6.top,,,,,,,1817.0
1818.0,eezyinc.com,2007-06-22,2024-06-23,2025-06-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1818.0
1819.0,effectivealtruism.org,2010-08-31,2024-07-10,2026-08-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1819.0
1820.0,efgcompanies.com,1999-04-14,2025-02-13,2026-04-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1820.0
1821.0,egardia.com,2010-07-27,2024-07-27,2025-07-27,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu,1821.0
1822.0,ehealth-id.net,2022-09-26,2024-09-25,2025-09-26,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,1822.0
1823.0,eichamt.de,,2020-10-05,,,,,1823.0
1824.0,einstein.io,2015-04-08,2025-03-07,2027-04-08,"MarkMonitor, Inc.",,,1824.0
1825.0,ejante.ro,2007-04-20,,2027-07-18,Romarg SRL,,,1825.0
1826.0,eldivisadero.cl,,,,NIC Chile,,,1826.0
1827.0,eleadpromoclient.store,2021-10-26,2024-06-13,2026-10-26,"Go Daddy, LLC",abuse@godaddy.com,https://godaddy.com,1827.0
1828.0,kcicom.net,2017-07-04,2024-06-21,2025-07-04,Porkbun LLC,abuse@porkbun.com,https://porkbun.com,1828.0
1829.0,elementintime.com,2007-03-16,2025-02-28,2026-03-16,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,1829.0
1830.0,elementum.io,2016-02-11,2024-07-14,2026-02-11,"GoDaddy.com, LLC",,,1830.0
1831.0,elion.ee,,,2025-07-17,Telia Eesti AS,,,1831.0
1832.0,elpitazo.net,2018-10-24,2024-10-24,2025-10-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1832.0
1833.0,eluniversalpuebla.com.mx,2021-02-15,2025-01-09,2026-02-15,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,1833.0
1834.0,email-tripadvisor.com,2007-04-23,2024-04-19,2025-04-23,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,1834.0
1835.0,zipjobs.com,2000-01-16,2024-10-17,2028-01-16,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,1835.0
1836.0,sagacitymedia.com,2007-06-14,2024-05-15,2026-05-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1836.0
1837.0,emergn.com,2008-09-01,2024-07-03,2026-09-01,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1837.0
1838.0,emgality.com,2016-12-12,2024-11-25,2025-12-12,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com,1838.0
1839.0,emptywheel.net,2007-12-31,2024-12-16,2025-12-31,FastDomain Inc.,domain.operations@web.com,https://web.com,1839.0
1840.0,encased.com,2003-06-25,2024-12-25,2025-06-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1840.0
1841.0,energybox.com,2002-05-05,2024-05-06,2025-05-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1841.0
1842.0,enggano.xyz,,,,,,,1842.0
1843.0,englishrecap.com,2022-10-21,2024-10-06,2025-10-21,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,1843.0
1844.0,enjoybenefits.co.uk,2011-12-19,2024-10-21,2025-12-19,Nimbus Hosting Ltd [Tag = NIMHOST],,,1844.0
1845.0,entellitrak.com,2004-05-28,2024-07-15,2026-05-28,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,1845.0
1846.0,enterpriseprm.net,2007-12-05,2024-12-04,2025-12-05,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,1846.0
1847.0,entrecode.de,,2016-05-09,,,,,1847.0
1848.0,eonlinebill.com,2006-03-08,2024-01-25,2026-03-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1848.0
1849.0,epbx.com,1998-12-13,2024-03-20,2025-12-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1849.0
1850.0,epmscientific.com,2012-11-27,2022-11-03,2025-11-27,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1850.0
1851.0,eps-ncr-10.com,2020-04-20,2024-09-05,2027-04-20,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1851.0
1852.0,epsilonagilityloyalty.com,2016-05-11,2024-05-07,2025-05-11,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,1852.0
1853.0,erika.com.tr,2009-12-23,,2025-12-22,,,,1853.0
1854.0,tropik.cz,2010-12-22,2024-12-11,2025-12-22,REG-MOJEID,,,1854.0
1855.0,eslfaceitgroup.com,2021-11-25,2024-11-26,2025-11-25,INWX GmbH,abuse@inwx.com,https://inwx.com,1855.0
1856.0,estra.it,1997-10-13,2024-04-21,2025-04-05,Estracom S.p.a.,,,1856.0
1857.0,etfstream.com,2017-01-15,2023-02-17,2028-01-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1857.0
1858.0,ethanlord.com,2004-06-07,2023-04-08,2028-06-07,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1858.0
1859.0,etoday.co.kr,2008-01-11,2024-11-23,2026-01-11,"Gabia, Inc.(http://www.gabia.co.kr)",,,1859.0
1860.0,euphonynet.be,2003-06-23,,,,,,1860.0
1861.0,evendo.com,2003-07-31,2025-01-21,2025-07-31,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,1861.0
1862.0,eventflotte.de,,2021-03-26,,,,,1862.0
1863.0,eventpower.com,2003-06-28,2024-06-21,2027-06-28,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,1863.0
1864.0,evolenthealth.com,2011-10-19,2024-09-14,2025-10-19,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,1864.0
1865.0,excelclothing.ie,2014-01-20,,2027-01-20,Hosting Ireland,,,1865.0
1866.0,excentos.com,2006-02-07,2025-02-06,2026-02-07,Mesh Digital Limited,abuse@domainbox.com,https://domainbox.com,1866.0
1867.0,exeqo.top,,,,,,,1867.0
1868.0,exmp.fun,2023-06-14,2024-08-29,2025-06-14,"Go Daddy, LLC",abuse@godaddy.com,https://godaddy.com,1868.0
1869.0,exo-terra.com,2002-04-17,2024-04-18,2025-04-17,"Ascio Technologies, Inc",abuse@ascio.com,https://ascio.com,1869.0
1870.0,express-news.me,2024-12-01,2024-12-06,2025-12-01,Dynadot Inc,,,1870.0
1871.0,expressprovider.com,2011-08-05,2024-07-05,2026-08-05,Safenames Ltd,abuse@safenames.net,https://safenames.net,1871.0
1872.0,extraimage.org,2020-05-22,2024-07-06,2025-05-22,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1872.0
1873.0,extreme-developers.com,2014-08-26,2024-08-08,2025-08-26,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,1873.0
1874.0,eyeride.io,2018-03-27,2024-07-31,2025-03-27,"GoDaddy.com, LLC",,,1874.0
1875.0,ezycheck.net,2004-06-11,2022-06-03,2025-06-11,"Register.com, Inc.",domain.operations@web.com,https://web.com,1875.0
1876.0,f1lasvegasgp.com,2020-04-18,2024-05-03,2025-04-18,NOM-IQ Ltd dba Com Laude,abuse@comlaude.com,https://comlaude.com,1876.0
1877.0,face.dance,2021-01-15,2025-01-05,2026-01-15,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1877.0
1878.0,fanthreesixty.com,2015-09-04,2024-09-05,2025-09-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1878.0
1879.0,fapfappy.com,2020-07-12,2023-02-28,2027-07-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1879.0
1880.0,fastenal.ca,2015-05-22,2024-11-19,2025-05-22,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com,1880.0
1881.0,fbs.eu,,,,Key-Systems GmbH,,,1881.0
1882.0,fccdl.in,2014-03-26,2024-04-01,2025-03-26,"GoDaddy.com, LLC",,,1882.0
1883.0,feeldmc.com,2004-02-27,2025-02-10,2026-02-27,"Gabia, Inc.",abuse@gabia.com,https://gabia.com,1883.0
1884.0,feelingtouch.net,2010-07-15,2024-06-23,2025-07-15,"Name.com, Inc.",abuse@name.com,https://name.com,1884.0
1885.0,festivalfans.nl,2013-03-20,2024-04-05,,ZXCS,,,1885.0
1886.0,fevilsor.com,,,,,,,1886.0
1887.0,ffmuc.net,2014-11-26,2025-01-15,2025-11-26,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,1887.0
1888.0,ffzycdn.com,2022-10-31,2025-01-30,2025-10-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1888.0
1889.0,fhokrood.ru,,,,,,,1889.0
1890.0,filegenius.com,2007-09-20,2024-08-22,2025-09-20,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,1890.0
1891.0,findandfundmycar.com,2014-10-29,2024-09-29,2025-10-29,Lexsynergy Limited,abuse@lexsynergy.com,https://lexsynergy.com,1891.0
1892.0,findbyplate.com,2017-10-10,2023-08-20,2027-10-10,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1892.0
1893.0,finebedding.co.uk,2002-09-05,2024-09-06,2026-09-05,Host Global Ltd [Tag = HOSTWAY],,,1893.0
1894.0,firstclasse.com.my,2016-07-19,2024-07-24,2026-07-19,Exabytes Network Sdn Bhd,domain@exabytes.my,https://exabytes.my,1894.0
1895.0,firstlegoleague.org,1999-04-29,2024-04-30,2025-04-29,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,1895.0
1896.0,fitzroy.org,2003-04-29,2024-06-13,2025-04-29,IONOS SE,abuse@ionos.com,https://ionos.com,1896.0
1897.0,five9.ca,2020-04-15,2022-12-12,2031-04-15,MarkMonitor International Canada Ltd.,abusecomplaints@markmonitor.com,https://markmonitor.com,1897.0
1898.0,flashalert.net,2004-09-26,2025-01-07,2025-09-26,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,1898.0
1899.0,flashbrowser.com,2009-05-20,2025-01-02,2026-01-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1899.0
1900.0,fldata.com,1999-05-20,2023-05-21,2032-05-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1900.0
1901.0,fleet-view.com,2006-10-06,2024-10-07,2025-10-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1901.0
1902.0,fleetwoodrv.com,1998-03-06,2024-08-02,2027-03-05,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,1902.0
1903.0,fliesenrabatte.de,,2018-12-18,,,,,1903.0
1904.0,flor.com,1996-05-30,2024-07-18,2026-05-29,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1904.0
1905.0,floweramacolumbus.com,2002-04-24,2018-10-15,2027-04-24,"Register.com, Inc.",domain.operations@web.com,https://web.com,1905.0
1906.0,flyadeal.com,2016-02-28,2023-09-27,2027-02-28,Instra Corporation Pty Ltd.,abuse@instra.com,https://instra.com,1906.0
1907.0,flyday.hk,2012-03-19,,2028-03-19,Hong Kong Domain Name Registration Company Limited,enquiry@hkdnr.hk                       Hotline: +852 2319 1313,https://hkdnr.hk                       Hotline: +852 2319 1313,1907.0
1908.0,foodpanda.com.tw,2012-01-30,,2026-01-30,"Markmonitor, Inc.",,,1908.0
1909.0,foodstory.co,2014-10-21,2024-09-21,2025-10-20,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,1909.0
1910.0,fortmyerstech.edu,2012-04-12,,2027-03-31,,,,1910.0
1911.0,fotomosa.de,,,,,,,1911.0
1912.0,foxcitiespac.com,1999-10-04,2024-08-05,2025-10-04,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1912.0
1913.0,freeriderhd.com,2013-04-26,2023-04-27,2028-04-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1913.0
1914.0,freevpn.win,2018-03-22,2025-03-01,2026-03-22,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1914.0
1915.0,freewaychevrolet.com,2000-10-27,2024-09-03,2027-10-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1915.0
1916.0,freshfilter.co.uk,2015-11-10,2024-11-11,2025-11-10,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,1916.0
1917.0,frootbat.com,2000-09-29,2021-07-13,2026-09-29,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1917.0
1918.0,fuhrpark.de,,2016-09-14,,,,,1918.0
1919.0,fujifilm.co.jp,,,,,,,1919.0
1920.0,fulmenbosser.com,,,,,,,1920.0
1921.0,fusonet2.com,2006-03-14,2024-01-14,2027-03-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1921.0
1922.0,g4blin.ru,2022-12-05,,2025-12-05,REGRU-RU,,,1922.0
1923.0,gaijinpot.com,1999-02-12,2025-02-13,2027-02-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1923.0
1924.0,gamerplay.bio,2023-01-03,2025-01-03,2026-01-03,"Name.com, Inc.",abuse@name.com,https://name.com,1924.0
1925.0,gamster.org,2016-08-28,2023-12-06,2026-08-28,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse@publicdomainregistry.com,https://publicdomainregistry.com,1925.0
1926.0,gamygo.com,2023-07-05,2024-06-13,2025-07-05,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DomainAbuse@service.aliyun.com,https://service.aliyun.com,1926.0
1927.0,gangtravel.com,2017-07-20,2025-02-28,2026-07-20,"Sav.com, LLC",abuse-contact@sav.com,https://sav.com,1927.0
1928.0,gardein.com,2003-03-17,2019-08-19,2027-03-17,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,1928.0
1929.0,garp.org,1998-08-07,2022-01-22,2025-08-06,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1929.0
1930.0,gavel.io,2016-08-06,2024-09-09,2028-08-06,"GoDaddy.com, LLC",,,1930.0
1931.0,gear.host,2014-09-18,2024-09-10,2025-09-18,Tucows.com Co.,domainabuse@tucows.com,https://tucows.com,1931.0
1932.0,geekbot.com,1998-08-11,2023-05-16,2027-01-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1932.0
1933.0,geeksquadacademy.com,2010-03-18,2025-02-14,2027-03-18,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,1933.0
1934.0,gellerreport.com,2016-09-20,2024-08-21,2025-09-20,Pair Domains,abuse@pairdomains.com,https://pairdomains.com,1934.0
1935.0,gentlemanwithin.com,2015-05-06,2024-04-20,2025-05-06,FastDomain Inc.,domain.operations@web.com,https://web.com,1935.0
1936.0,geo-pla.com,2022-02-03,2025-01-07,2026-02-03,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,1936.0
1937.0,getautoair.com,2023-05-23,2024-04-23,2025-05-23,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1937.0
1938.0,getflow.com,2010-04-15,2024-03-16,2025-04-15,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1938.0
1939.0,getmonero.org,2014-06-12,2024-06-01,2029-06-12,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,1939.0
1940.0,getmyhappyfeetsocks.io,2021-12-20,2024-09-17,2025-12-20,"Amazon Registrar, Inc.",,,1940.0
1941.0,getsoul.com,2010-09-23,2024-09-24,2025-09-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1941.0
1942.0,gezip.net,2016-09-10,2023-09-01,2025-09-10,"Gabia, Inc.",abuse@gabia.com,https://gabia.com,1942.0
1943.0,ghsconnect.com,2000-04-24,2022-03-25,2027-04-24,"Register.com, Inc.",domain.operations@web.com,https://web.com,1943.0
1944.0,glad.com,1996-12-12,2024-01-01,2025-12-11,Safenames Ltd,abuse@safenames.net,https://safenames.net,1944.0
1945.0,glattnet.ch,,,,,,,1945.0
1946.0,global-info.online,,,,,,,1946.0
1947.0,globalx.co,2010-07-21,2024-07-31,2025-07-20,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,1947.0
1948.0,glocktalk.com,1998-10-08,2024-10-07,2025-10-07,GoDaddy Online Services Cayman Islands Ltd.,abuse@uniregistry.com,https://uniregistry.com,1948.0
1949.0,gloss-it.com,2006-08-18,2023-06-19,2028-08-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1949.0
1950.0,gmacfs.com,1995-08-09,2024-07-09,2025-08-08,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com,1950.0
1951.0,gmaul.com,2004-04-01,2025-02-28,2026-04-01,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,1951.0
1952.0,gme-shields.com,1997-04-03,2023-05-10,2027-04-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1952.0
1953.0,godmode-trader.de,,2024-04-09,,,,,1953.0
1954.0,gogomovies.net,2024-06-15,2024-06-16,2025-06-15,DropCatch.com 1285 LLC,support@namebright.com,https://namebright.com,1954.0
1955.0,golddisco.top,2024-03-05,2024-06-23,2029-03-05,GoDaddy.com,abuse@godaddy.com,https://godaddy.com,1955.0
1956.0,goldensupport.cz,2014-05-26,2024-12-11,2025-05-26,REG-MOJEID,,,1956.0
1957.0,googel.de,,2018-03-12,,,,,1957.0
1958.0,gpmfppx.ru,,,,,,,1958.0
1959.0,graf-dichtungen.de,,2023-05-22,,,,,1959.0
1960.0,graphly.io,2014-10-23,2024-12-07,2025-10-23,"GoDaddy.com, LLC",,,1960.0
1961.0,greaterlondonlieutenancy.com,2011-12-15,2024-12-16,2025-12-15,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,1961.0
1962.0,greenlawnfuneralhome.com,2001-05-29,2025-02-06,2026-05-29,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,1962.0
1963.0,greip.com,2005-08-05,2024-06-10,2025-08-05,EuroDNS S.A.,legalservices@eurodns.com,https://eurodns.com,1963.0
1964.0,griffinshockey.com,2001-06-05,2023-06-06,2025-06-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1964.0
1965.0,grillgirl.com,2005-11-23,2024-11-24,2025-11-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1965.0
1966.0,groover.co,2013-08-23,2024-08-27,2025-08-22,IONOS SE,abuse@ionos.com,https://ionos.com,1966.0
1967.0,grth.co.il,,,2026-01-28,Gorni Interactive Ltd,guy@grth.co.il,https://grth.co.il,1967.0
1968.0,grupoa.education,2019-06-04,2025-03-06,2025-06-04,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,1968.0
1969.0,gruposur.com,2004-02-04,2023-07-19,2026-02-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,1969.0
1970.0,gtasounds.com,2022-04-18,2023-04-20,2025-04-18,Registrar of Domain Names REG.RU LLC,abuse@reg.ru,https://reg.ru,1970.0
1971.0,gtzfonet.org,2021-03-17,2024-05-01,2026-03-17,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,1971.0
1972.0,guardlinesecurity.com,2013-08-01,2025-01-02,2025-12-07,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,1972.0
1973.0,guiapocos.xyz,,,,,,,1973.0
1974.0,gukacado.com,2016-11-30,2024-11-02,2025-11-30,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,1974.0
1975.0,gulfstatestoyota.com,1999-01-02,2022-10-19,2026-01-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,1975.0
1976.0,lacostekorea.co.kr,2019-08-12,2019-08-12,2025-08-12,"Inames Co., Ltd.(http://www.inames.co.kr)",,,1976.0
